discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
ff049324efa3,AC71A062B952,People need their phones to direct their self's places or answer emergency texts or calls. ,Position,Adequate
f50a1a2f6eb8,87A6EF3113C6,"Although Venus is a very harsh planet and there may not be any possibility of life, it would still be worth it to explore this planet and how it works. The author explains in detail what Venus is like and supports his ideas with scientific facts and data. There is a possibility that life could sustain on Venus but that is unknown unless the option is explored.     ",Concluding Statement,Adequate
ab3b11a153fb,3CB7F7FC1F29,you could help people over seas and in other countries. ,Claim,Adequate
3bfe6059b644,3B563576DE31,"It could have been that with the temperature and time those holes could have appeared making it look like a human face. It could of just simply have been a coincidence that it happened like that. Either way we could say that maybe it was an alien or just a natural landform,nobody has been able to personally prove it because there has not been one astronaut that has went up to Mars and looked at it with its own eyes. The human being has made assumptions about a lot of different things and the majority of the time the human being is incorrect because they do not have evidence to prove that what they said was correct. ",Evidence,Adequate
89e27cea1898,5D1A08FC3563,"it can also prove more effected for the fact that there will always be a winner no matter what. The popular votes system cant be represented by most states like the electoral college does but, it does have the vote of the entire country as opposed to a few states with more representatives. ",Rebuttal,Effective
5c4cc03096d4,A850DCCFB6DE,but to be honets isn't better to have people like our electors to pick for us some one who really know about politics and about all of it. We all would be in better hands. ,Rebuttal,Adequate
7c9fd42144af,6180C9A37B2B,"Kids think that doing this is stupid and they shouldn't have to, ",Counterclaim,Adequate
5b4b4d1c8933,12A49BF3B556,"building life skills at a younger age can be great so, when you get out into the world you'll atleast know some key factors to living. Building social skills is great too. Lets say you get a job in marketing, you need to be social, have great speech, and be outgoing. In fact, you need social skills for any job. The principle making the desicion to add an extracurricular activity's to students day at school was and great idea. ",Evidence,Adequate
67eaac0b5574,2A624BC3D806,"the spacecraft, ",Claim,Adequate
a76e1864b0a1,2017D32A0639,"Many schools across the country require students to complete summer assignments to assure that they continue their pursuit of knowledge even without a teacher present. But should these assignments be designed by the teacher or should they be designed by the student? If a student were given freedom with their project, it would be a lot more enjoyable rather than if a teacher put strict conditions on it. But a lack of strictness would mean that students are less likely to complete their project and they wouldn't know when the work they have done is enough ",Lead,Effective
cefad356100a,E48B9182B257,"Seriously, that is absurd. Every voter should have the right to know they are going to decide the election ",Rebuttal,Effective
689a4cc1a08b,5FFA4762D642,"but, in 1968 a shift of just 41,971 votes would have deadlocked the election, if that doesn't seem so bad lets take a look  at how many people are in the United States alone. In 1976 a tie would have occured if a mere 5,559 voters from Ohio and 3,687 from Hawaii had voted the other way. (Plumer, P. 12, line 80) ",Rebuttal,Effective
d61f3c8b10a6,233A35247566,"However, there are many misconceptions about online classes. Although it may seem like the student is taking the class alone, there are always others enrolled at the same time ",Rebuttal,Adequate
54b11a94f284,22FBB7ED7597,I think the author supported his claim very well he explained why he thought it as nessary to go even though it is dangerous and he gave solutions to some of the dangers on Venus such as sollution to the heat and ways to actually help gain evicence and imformation on Venus. ,Concluding Statement,Adequate
d1676764591c,3D9CBC4F434F,Venus can sometimes be our nearest option for planetary visit. ,Claim,Adequate
efb6831124cf,2017D32A0639,"to give the student reassurance and to make sure the student doesn't do too much work over what's supposed to be a break, yet it keeps them on track. ",Claim,Adequate
c6c3c36b8c63,39AF0292F9B3,"The addition of this facial technology can be quite revolutionary in a school setting. As students often dont share their true feelings, issues can be confronted and the students mentality can be improved. Also a better, and positive learning enviroment can be created. The ability to remove student confusion and make learning interesting would go a long way in helping not only the students grow and move forward positivly, but also the school as a whole. ",Concluding Statement,Effective
aa1de2e6c078,81B6F6345F55,In many states it has been lawed that the use or attempt to make such cars is illegal ,Counterclaim,Adequate
c148292b1b70,13326EED1708,"Venus could be visted by explores but the tempature condtions is too hot for humans. Spacecraft have landed on Venus and they lasted a few hours every since then no one have been back since 3 decades. Also Venus has a very thick atmosphere of almost 97 percent carbon dioxide. In paragraph 3 it says ""90 times greater than what we experience of Earth"" This qoute shows that Venus is a very hot plave to live on and that humans will never be able to live there. Venus have the hottest surface temperture of any planet in our solar system, even though Mercury is closer to our Sun ",Evidence,Adequate
